source_file,freesound_id,freesound_url,freesound_name,uploader,recordist,source_licence,source_licence_url,pack,good_sounds_id,waveform_match_r,runner_up_r,checked
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_03.flac,359665,https://freesound.org/people/MTG/sounds/359665/,Sax Soprano - A#3,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5574,0.9989,0.4838,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_04.flac,359666,https://freesound.org/people/MTG/sounds/359666/,Sax Soprano - B3,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5575,0.9996,0.8307,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_05.flac,359667,https://freesound.org/people/MTG/sounds/359667/,Sax Soprano - C4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5576,0.9979,0.6969,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_06.flac,359668,https://freesound.org/people/MTG/sounds/359668/,Sax Soprano - C#4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5577,1.0,0.6991,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_07.flac,359636,https://freesound.org/people/MTG/sounds/359636/,Sax Soprano - D4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5545,0.9953,0.5852,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_08.flac,359670,https://freesound.org/people/MTG/sounds/359670/,Sax Soprano - D#4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5579,0.9992,0.532,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_09.flac,359638,https://freesound.org/people/MTG/sounds/359638/,Sax Soprano - E4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5547,0.9995,0.5073,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_10.flac,359672,https://freesound.org/people/MTG/sounds/359672/,Sax Soprano - F4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5581,0.999,0.8802,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_11.flac,359640,https://freesound.org/people/MTG/sounds/359640/,Sax Soprano - F#4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5549,0.998,0.6515,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_12.flac,359641,https://freesound.org/people/MTG/sounds/359641/,Sax Soprano - G4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5550,0.9987,0.215,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_13.flac,359642,https://freesound.org/people/MTG/sounds/359642/,Sax Soprano - G#4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5551,1.0,0.6597,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_14.flac,359643,https://freesound.org/people/MTG/sounds/359643/,Sax Soprano - A4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5552,0.9972,0.3792,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_15.flac,359644,https://freesound.org/people/MTG/sounds/359644/,Sax Soprano - A#4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5553,0.9255,0.6049,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_16.flac,359645,https://freesound.org/people/MTG/sounds/359645/,Sax Soprano - B4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5554,0.9946,0.1377,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_17.flac,359679,https://freesound.org/people/MTG/sounds/359679/,Sax Soprano - C5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5588,0.9988,0.3055,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_18.flac,359680,https://freesound.org/people/MTG/sounds/359680/,Sax Soprano - C#5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5589,0.9988,0.2317,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_19.flac,359648,https://freesound.org/people/MTG/sounds/359648/,Sax Soprano - D5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5557,0.9995,0.3639,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_20.flac,359649,https://freesound.org/people/MTG/sounds/359649/,Sax Soprano - D#5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5558,0.9973,0.1081,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_21.flac,359650,https://freesound.org/people/MTG/sounds/359650/,Sax Soprano - E5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5559,0.9688,0.4884,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_22.flac,359651,https://freesound.org/people/MTG/sounds/359651/,Sax Soprano - F5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5560,0.9965,0.2453,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_23.flac,359652,https://freesound.org/people/MTG/sounds/359652/,Sax Soprano - F#5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5561,0.9984,0.4202,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_24.flac,359653,https://freesound.org/people/MTG/sounds/359653/,Sax Soprano - G5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5562,0.9987,0.6989,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_25.flac,359687,https://freesound.org/people/MTG/sounds/359687/,Sax Soprano - G#5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5596,0.9884,0.3186,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_26.flac,359655,https://freesound.org/people/MTG/sounds/359655/,Sax Soprano - A5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5564,1.0,0.4804,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_27.flac,359656,https://freesound.org/people/MTG/sounds/359656/,Sax Soprano - A#5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5565,0.999,0.4587,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_28.flac,359657,https://freesound.org/people/MTG/sounds/359657/,Sax Soprano - B5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5566,0.9985,0.0663,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_29.flac,359658,https://freesound.org/people/MTG/sounds/359658/,Sax Soprano - C6,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5567,0.9997,0.2995,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_30.flac,359659,https://freesound.org/people/MTG/sounds/359659/,Sax Soprano - C#6,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5568,0.9879,0.3641,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_31.flac,359660,https://freesound.org/people/MTG/sounds/359660/,Sax Soprano - D6,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5569,0.9852,0.2884,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_32.flac,359661,https://freesound.org/people/MTG/sounds/359661/,Sax Soprano - D#6,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5570,0.9837,0.3507,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_f_33.flac,359662,https://freesound.org/people/MTG/sounds/359662/,Sax Soprano - E6,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5571,0.9361,0.128,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_01.flac,359630,https://freesound.org/people/MTG/sounds/359630/,Sax Soprano - G#3,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5539,0.9991,0.7859,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_02.flac,359631,https://freesound.org/people/MTG/sounds/359631/,Sax Soprano - A3,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5540,1.0,0.6905,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_03.flac,359632,https://freesound.org/people/MTG/sounds/359632/,Sax Soprano - A#3,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5541,0.9913,0.2896,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_04.flac,359633,https://freesound.org/people/MTG/sounds/359633/,Sax Soprano - B3,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5542,0.9996,0.7331,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_05.flac,359634,https://freesound.org/people/MTG/sounds/359634/,Sax Soprano - C4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5543,0.9991,0.4648,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_06.flac,359635,https://freesound.org/people/MTG/sounds/359635/,Sax Soprano - C#4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5544,0.9992,0.3028,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_07.flac,359669,https://freesound.org/people/MTG/sounds/359669/,Sax Soprano - D4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5578,0.9991,0.7036,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_08.flac,359637,https://freesound.org/people/MTG/sounds/359637/,Sax Soprano - D#4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5546,0.9985,0.5905,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_09.flac,359671,https://freesound.org/people/MTG/sounds/359671/,Sax Soprano - E4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5580,0.997,0.4977,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_10.flac,359639,https://freesound.org/people/MTG/sounds/359639/,Sax Soprano - F4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5548,0.9984,0.7129,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_11.flac,359673,https://freesound.org/people/MTG/sounds/359673/,Sax Soprano - F#4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5582,0.9989,0.6294,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_12.flac,359674,https://freesound.org/people/MTG/sounds/359674/,Sax Soprano - G4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5583,0.9964,0.3823,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_13.flac,359675,https://freesound.org/people/MTG/sounds/359675/,Sax Soprano - G#4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5584,0.9928,0.6489,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_14.flac,359676,https://freesound.org/people/MTG/sounds/359676/,Sax Soprano - A4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5585,0.9984,0.5358,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_15.flac,359677,https://freesound.org/people/MTG/sounds/359677/,Sax Soprano - A#4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5586,0.9927,0.6181,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_16.flac,359678,https://freesound.org/people/MTG/sounds/359678/,Sax Soprano - B4,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5587,0.9972,0.2841,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_17.flac,359646,https://freesound.org/people/MTG/sounds/359646/,Sax Soprano - C5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5555,1.0,0.1801,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_18.flac,359647,https://freesound.org/people/MTG/sounds/359647/,Sax Soprano - C#5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5556,0.9982,0.2259,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_19.flac,359681,https://freesound.org/people/MTG/sounds/359681/,Sax Soprano - D5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5590,0.9986,0.3773,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_20.flac,359682,https://freesound.org/people/MTG/sounds/359682/,Sax Soprano - D#5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5591,0.9992,0.2751,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_21.flac,359683,https://freesound.org/people/MTG/sounds/359683/,Sax Soprano - E5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5592,1.0,0.4604,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_22.flac,359684,https://freesound.org/people/MTG/sounds/359684/,Sax Soprano - F5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5593,0.9993,0.1887,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_23.flac,359685,https://freesound.org/people/MTG/sounds/359685/,Sax Soprano - F#5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5594,0.9978,0.2103,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_24.flac,359686,https://freesound.org/people/MTG/sounds/359686/,Sax Soprano - G5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5595,0.9986,0.6854,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_25.flac,359654,https://freesound.org/people/MTG/sounds/359654/,Sax Soprano - G#5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5563,0.9916,0.3493,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_26.flac,359688,https://freesound.org/people/MTG/sounds/359688/,Sax Soprano - A5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5597,0.9995,0.25,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_27.flac,359689,https://freesound.org/people/MTG/sounds/359689/,Sax Soprano - A#5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5598,0.9983,0.5563,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_28.flac,359690,https://freesound.org/people/MTG/sounds/359690/,Sax Soprano - B5,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5599,0.9971,0.0818,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_29.flac,359691,https://freesound.org/people/MTG/sounds/359691/,Sax Soprano - C6,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5600,0.9878,0.2727,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_30.flac,359692,https://freesound.org/people/MTG/sounds/359692/,Sax Soprano - C#6,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5601,0.996,0.3196,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_31.flac,359693,https://freesound.org/people/MTG/sounds/359693/,Sax Soprano - D6,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5602,0.9992,0.2889,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_32.flac,359694,https://freesound.org/people/MTG/sounds/359694/,Sax Soprano - D#6,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5603,0.9837,0.3519,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/sop_p_33.flac,359695,https://freesound.org/people/MTG/sounds/359695/,Sax Soprano - E6,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20251/,5604,0.9806,0.2405,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/ten_f_01.flac,359181,https://freesound.org/people/MTG/sounds/359181/,Sax Tenor - G#2,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20247/,4965,0.9961,0.4035,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/ten_f_02.flac,359182,https://freesound.org/people/MTG/sounds/359182/,Sax Tenor - A2,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20247/,4966,0.9982,0.3814,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/ten_f_03.flac,359183,https://freesound.org/people/MTG/sounds/359183/,Sax Tenor - A#2,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20247/,4967,1.0,0.2252,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/ten_f_04.flac,359184,https://freesound.org/people/MTG/sounds/359184/,Sax Tenor - B2,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20247/,4968,0.9912,0.3389,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/ten_f_05.flac,359185,https://freesound.org/people/MTG/sounds/359185/,Sax Tenor - C3,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20247/,4969,0.9863,0.3365,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/ten_f_06.flac,359186,https://freesound.org/people/MTG/sounds/359186/,Sax Tenor - C#3,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20247/,4970,0.9956,0.7696,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/ten_f_07.flac,359187,https://freesound.org/people/MTG/sounds/359187/,Sax Tenor - D3,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20247/,4971,0.9984,0.8456,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/ten_f_08.flac,359188,https://freesound.org/people/MTG/sounds/359188/,Sax Tenor - D#3,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20247/,4972,1.0,0.3909,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/ten_f_09.flac,359189,https://freesound.org/people/MTG/sounds/359189/,Sax Tenor - E3,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20247/,4973,0.9952,0.6467,2026-09-24
sfzinstruments/MTG.SoloSax/MTG Solo Saxophones/Samples/ten_f_10.flac,359190,https://freesound.org/people/MTG/sounds/359190/,Sax Tenor - F3,MTG,"Music Technology Group, Universitat Pompeu Fabra (good-sounds.org)",CC-BY-3.0,http://creativecommons.org/licenses/by/3.0/,https://freesound.org/people/MTG/packs/20247/,4974,0.9936,0.6172,2026-09-24
