freesound_id,url,name,uploader,pack,licence_url,uploaded,description,checked
358440,https://freesound.org/people/MTG/sounds/358440/,Sax Alto - G5,MTG,20239 Sax Alto single notes,http://creativecommons.org/licenses/by/3.0/,"September 16th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_alto note::G octave::5 midi note::67 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4704",2026-09-24
358441,https://freesound.org/people/MTG/sounds/358441/,Sax Alto - G#5,MTG,20239 Sax Alto single notes,http://creativecommons.org/licenses/by/3.0/,"September 16th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_alto note::G# octave::5 midi note::68 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4705",2026-09-24
358442,https://freesound.org/people/MTG/sounds/358442/,Sax Alto - A5,MTG,20239 Sax Alto single notes,http://creativecommons.org/licenses/by/3.0/,"September 16th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_alto note::A octave::5 midi note::69 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4706",2026-09-24
359181,https://freesound.org/people/MTG/sounds/359181/,Sax Tenor - G#2,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::G# octave::2 midi note::32 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4965",2026-09-24
359182,https://freesound.org/people/MTG/sounds/359182/,Sax Tenor - A2,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::A octave::2 midi note::33 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4966",2026-09-24
359183,https://freesound.org/people/MTG/sounds/359183/,Sax Tenor - A#2,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::A# octave::2 midi note::34 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4967",2026-09-24
359184,https://freesound.org/people/MTG/sounds/359184/,Sax Tenor - B2,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::B octave::2 midi note::35 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4968",2026-09-24
359185,https://freesound.org/people/MTG/sounds/359185/,Sax Tenor - C3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::C octave::3 midi note::36 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4969",2026-09-24
359186,https://freesound.org/people/MTG/sounds/359186/,Sax Tenor - C#3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::C# octave::3 midi note::37 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4970",2026-09-24
359187,https://freesound.org/people/MTG/sounds/359187/,Sax Tenor - D3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::D octave::3 midi note::38 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4971",2026-09-24
359188,https://freesound.org/people/MTG/sounds/359188/,Sax Tenor - D#3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::D# octave::3 midi note::39 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4972",2026-09-24
359189,https://freesound.org/people/MTG/sounds/359189/,Sax Tenor - E3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::E octave::3 midi note::40 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4973",2026-09-24
359190,https://freesound.org/people/MTG/sounds/359190/,Sax Tenor - F3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::F octave::3 midi note::41 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4974",2026-09-24
359191,https://freesound.org/people/MTG/sounds/359191/,Sax Tenor - F#3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::F# octave::3 midi note::42 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4975",2026-09-24
359192,https://freesound.org/people/MTG/sounds/359192/,Sax Tenor - G3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::G octave::3 midi note::43 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4976",2026-09-24
359193,https://freesound.org/people/MTG/sounds/359193/,Sax Tenor - G#3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::G# octave::3 midi note::44 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4977",2026-09-24
359194,https://freesound.org/people/MTG/sounds/359194/,Sax Tenor - A3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::A octave::3 midi note::45 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4978",2026-09-24
359195,https://freesound.org/people/MTG/sounds/359195/,Sax Tenor - A#3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::A# octave::3 midi note::46 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4979",2026-09-24
359196,https://freesound.org/people/MTG/sounds/359196/,Sax Tenor - B3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::B octave::3 midi note::47 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4980",2026-09-24
359197,https://freesound.org/people/MTG/sounds/359197/,Sax Tenor - C4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::C octave::4 midi note::48 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4981",2026-09-24
359198,https://freesound.org/people/MTG/sounds/359198/,Sax Tenor - C#4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::C# octave::4 midi note::49 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4982",2026-09-24
359199,https://freesound.org/people/MTG/sounds/359199/,Sax Tenor - D4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::D octave::4 midi note::50 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4983",2026-09-24
359200,https://freesound.org/people/MTG/sounds/359200/,Sax Tenor - D#4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::D# octave::4 midi note::51 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4984",2026-09-24
359201,https://freesound.org/people/MTG/sounds/359201/,Sax Tenor - E4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::E octave::4 midi note::52 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4985",2026-09-24
359202,https://freesound.org/people/MTG/sounds/359202/,Sax Tenor - F4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::F octave::4 midi note::53 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4986",2026-09-24
359203,https://freesound.org/people/MTG/sounds/359203/,Sax Tenor - F#4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::F# octave::4 midi note::54 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4987",2026-09-24
359204,https://freesound.org/people/MTG/sounds/359204/,Sax Tenor - G4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::G octave::4 midi note::55 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4988",2026-09-24
359205,https://freesound.org/people/MTG/sounds/359205/,Sax Tenor - G#4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::G# octave::4 midi note::56 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4989",2026-09-24
359206,https://freesound.org/people/MTG/sounds/359206/,Sax Tenor - A4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::A octave::4 midi note::57 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4990",2026-09-24
359207,https://freesound.org/people/MTG/sounds/359207/,Sax Tenor - A#4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::A# octave::4 midi note::58 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4991",2026-09-24
359208,https://freesound.org/people/MTG/sounds/359208/,Sax Tenor - B4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::B octave::4 midi note::59 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4992",2026-09-24
359209,https://freesound.org/people/MTG/sounds/359209/,Sax Tenor - C5,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::C octave::5 midi note::60 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4993",2026-09-24
359210,https://freesound.org/people/MTG/sounds/359210/,Sax Tenor - C#5,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::C# octave::5 midi note::61 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4994",2026-09-24
359211,https://freesound.org/people/MTG/sounds/359211/,Sax Tenor - D5,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::D octave::5 midi note::62 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4995",2026-09-24
359212,https://freesound.org/people/MTG/sounds/359212/,Sax Tenor - D#5,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::D# octave::5 midi note::63 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4996",2026-09-24
359213,https://freesound.org/people/MTG/sounds/359213/,Sax Tenor - E5,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::E octave::5 midi note::64 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4997",2026-09-24
359214,https://freesound.org/people/MTG/sounds/359214/,Sax Tenor - G#2,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::G# octave::2 midi note::32 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4998",2026-09-24
359215,https://freesound.org/people/MTG/sounds/359215/,Sax Tenor - A2,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::A octave::2 midi note::33 microphone::neumann U87 tuning reference::442.0 good-sounds-id::4999",2026-09-24
359216,https://freesound.org/people/MTG/sounds/359216/,Sax Tenor - A#2,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::A# octave::2 midi note::34 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5000",2026-09-24
359217,https://freesound.org/people/MTG/sounds/359217/,Sax Tenor - B2,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::B octave::2 midi note::35 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5001",2026-09-24
359218,https://freesound.org/people/MTG/sounds/359218/,Sax Tenor - C3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::C octave::3 midi note::36 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5002",2026-09-24
359219,https://freesound.org/people/MTG/sounds/359219/,Sax Tenor - C#3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::C# octave::3 midi note::37 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5003",2026-09-24
359220,https://freesound.org/people/MTG/sounds/359220/,Sax Tenor - D3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::D octave::3 midi note::38 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5004",2026-09-24
359221,https://freesound.org/people/MTG/sounds/359221/,Sax Tenor - D#3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::D# octave::3 midi note::39 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5005",2026-09-24
359222,https://freesound.org/people/MTG/sounds/359222/,Sax Tenor - E3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::E octave::3 midi note::40 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5006",2026-09-24
359223,https://freesound.org/people/MTG/sounds/359223/,Sax Tenor - F3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::F octave::3 midi note::41 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5007",2026-09-24
359224,https://freesound.org/people/MTG/sounds/359224/,Sax Tenor - F#3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::F# octave::3 midi note::42 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5008",2026-09-24
359225,https://freesound.org/people/MTG/sounds/359225/,Sax Tenor - G3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::G octave::3 midi note::43 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5009",2026-09-24
359226,https://freesound.org/people/MTG/sounds/359226/,Sax Tenor - G#3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::G# octave::3 midi note::44 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5010",2026-09-24
359227,https://freesound.org/people/MTG/sounds/359227/,Sax Tenor - A3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::A octave::3 midi note::45 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5011",2026-09-24
359228,https://freesound.org/people/MTG/sounds/359228/,Sax Tenor - A#3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::A# octave::3 midi note::46 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5012",2026-09-24
359229,https://freesound.org/people/MTG/sounds/359229/,Sax Tenor - B3,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::B octave::3 midi note::47 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5013",2026-09-24
359230,https://freesound.org/people/MTG/sounds/359230/,Sax Tenor - C4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::C octave::4 midi note::48 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5014",2026-09-24
359231,https://freesound.org/people/MTG/sounds/359231/,Sax Tenor - C#4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::C# octave::4 midi note::49 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5015",2026-09-24
359232,https://freesound.org/people/MTG/sounds/359232/,Sax Tenor - D4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::D octave::4 midi note::50 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5016",2026-09-24
359233,https://freesound.org/people/MTG/sounds/359233/,Sax Tenor - D#4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::D# octave::4 midi note::51 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5017",2026-09-24
359234,https://freesound.org/people/MTG/sounds/359234/,Sax Tenor - E4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::E octave::4 midi note::52 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5018",2026-09-24
359235,https://freesound.org/people/MTG/sounds/359235/,Sax Tenor - F4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::F octave::4 midi note::53 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5019",2026-09-24
359236,https://freesound.org/people/MTG/sounds/359236/,Sax Tenor - F#4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::F# octave::4 midi note::54 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5020",2026-09-24
359237,https://freesound.org/people/MTG/sounds/359237/,Sax Tenor - G4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::G octave::4 midi note::55 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5021",2026-09-24
359238,https://freesound.org/people/MTG/sounds/359238/,Sax Tenor - G#4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::G# octave::4 midi note::56 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5022",2026-09-24
359239,https://freesound.org/people/MTG/sounds/359239/,Sax Tenor - A4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::A octave::4 midi note::57 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5023",2026-09-24
359240,https://freesound.org/people/MTG/sounds/359240/,Sax Tenor - A#4,MTG,20247 Sax Tenor single notes,http://creativecommons.org/licenses/by/3.0/,"September 18th, 2016","Recorded in the context of the good-sounds.org project from the Music Technology Group, Universitat Pompeu Fabra, Barcelona. Part of the Good-sounds dataset of monophonic instrumental sounds. instrument::sax_tenor note::A# octave::4 midi note::58 microphone::neumann U87 tuning reference::442.0 good-sounds-id::5024",2026-09-24
